Agency,Total,Printed,Match Rate Orig,Rate,County,Release
Lamar Township Police Dept,1,1,1,100,Clinton,2015 Q1
Lock Haven De Police Dept,37,36,0.972972972972973,97.2972972972973,Clinton,2015 Q1
"Lock Haven, University PD",8,8,1,100,Clinton,2015 Q1
Pine Creek Township Police Dept,7,6,0.8571428571428571,85.71428571428571,Clinton,2015 Q1
